FICE_CODE,UNIVERSITY_NAME
003782,LOWER COLUMBIA COLLEGE
003783,NORTHWEST COLLEGE
003784,OLYMPIC COLLEGE
003785,PACIFIC LUTHERAN
003786,PENINSULA COLLEGE
003787,SEATTLE CENTRAL CC
003788,SEATTLE PACIFIC COLL
003790,SEATTLE U
003791,SHORELINE CC
003792,SKAGIT VALLEY COLLEGE
003793,SPOKANE COMMUNITY COLLEGE
003794,ST MARTINS COLL
003796,TACOMA COMMUNITY COLLEGE
003797,U OF PUGET SOUND
003798,UNIV OF WASHINGTON
003799,WALLA WALLA COLLEGE
003800,WASH STATE
003801,WENATCHEE VALLEY COLL
003802,WESTERN WASHINGTON UNIV
003803,WHITMAN COLLEGE
003804,WHITWORTH COLL
003805,YAKIMA VALLEY COMM COLL
003806,ALDERSON BROADDUS COLLEGE
003807,MOUNTAIN STATE UNIVERSITY
003808,BETHANY COLLEGE
003809,BLUEFIELD STATE COLLEGE
003810,CONCORD COLLEGE
003811,DAVIS & ELKINS COLLEGE
003812,FAIRMONT STATE COLLEGE
003813,GLENVILLE STATE COLLEGE
003815,MARSHALL UNIVERSITY
003816,SOUTHERN WV COMM&TECH COL
003818,UNIVERSITY OF CHARLESTON
003819,OHIO VALLEY COLLEGE
003820,SALEM INTERNATIONAL UNIV
003822,SHEPHERD COLLEGE
003823,WEST LIBERTY STATE COLL
003825,WEST VIRGINIA INST TECH
003826,WEST VIRGINIA STATE COLL
003827,WEST VIRGINIA UNIVERSITY
003828,WV UNIV AT PARKERSBURG
003829,POTOMAC STATE COLL.
003830,W VA WESLEYAN
003831,WHEELING JESUIT UNIV
003832,ALVERNO COLLEGE
003835,BELOIT
003837,CARDINAL STRITCH COLLEGE
003838,CARROLL COLLEGE
003839,CARTHAGE COLLEGE
003840,WESTERN WISCONSIN TECHNICAL COLLEGE
003842,CONCORDIA UNIV WISCONSIN
003848,EDGEWOOD COLLEGE
003850,SILVER LAKE COLLEGE
003854,LAKELAND COLLEGE
003856,LAWRENCE UNIVERSITY
003859,MADISON BUS COLL
003861,MARIAN COLLEGE OF FOND DU LAC
003863,MARQUETTE UNIVERSITY
003865,MILTON COLLEGE
003866,MILWAUKEE AREA TECH COL
003868,MILWAUKEE SCH ENGINEERING
003869,MOUNT MARY COLLEGE
003873,MT SENARIO COLL
003874,NASHOTAH HOUSE
003875,NORTHLAND COLLEGE
003884,RIPON COLLEGE
003892,SAINT NORBERT COLLEGE
003895,U OF WISCONSIN-MADISON
003896,U OF WI-MILWAUKEE
003897,UNIV OF WI COLLEGES
003899,U WISCONSIN - GREEN BAY
003911,VITERBO UNIVERSITY
003915,U OF WISCONSIN-STOUT
003917,U OF WISCONSIN-EAU CLAIRE
003919,U OF WISCONSIN-LA CROSSE
003921,U OF WI-PLATTEVILLE
003923,U OF WI-RIVER FALLS
003924,U OF WI-STEVENS POINT
003925,U OF WISCONSIN-SUPERIOR
003926,U OF WI-WHITEWATER
003928,CASPER COLLEGE
003929,EASTERN WYOMING COLLEGE
003930,NORTH WYOMING COMM COLL
003931,NORTHWEST COLLEGE
003932,UNIVERSITY OF WYOMING
003933,WESTERN WYOMING COMM COLL
003935,UNIVERSITY OF GUAM
003936,PONTIFICAL CATHOLIC OF PR
003937,UNIV OF THE SACRED HEART
003938,INTER AMER-SAN GERMAN
003939,INTR AM UNIV PR AGUADILLA
003940,INTER AMER-METRO CAMPUS
003941,UNIVERSIDAD DEL ESTE
003943,UPR HUMACAO UNIV COLLEGE
003944,U OF PR-MAYAGUEZ CAMPUS
003945,UNIVERSITY OF PUERTO RICO MEDICAL SCIENCES CAMPUS
003946,UNIVERSITY OF THE VIR ISL
003947,UNIV CA-HASTINGS COLL LAW
003948,SAN FRANCISCO ART INSTITUTE
003954,UNIV OF CENTRAL FLORIDA
003955,UNIV OF WEST FLORIDA
003956,COLUMBUS TECHNICAL COLL
003961,WILLIAM RAINEY HARPER COL
003963,AIB COLLEGE OF BUSINESS
003965,BAY STATE COLLEGE
003967,FORSYTH SCHOOL FOR DENTAL HYGIENISTS
003968,LEWIS COLLEGE OF BUSINESS
003969,U OF MN-TWIN CITIES
003970,PARKS COLL-ST LOUIS U
003974,MESIVTHA TIFERETH JER AMR
003976,RABBINICAL ACADEMY MESIVTA RABBI CHAIM BERLIN
003977,RABBINICAL COLLEGE OF CH'SAN SOFER NEW YORK
003978,RABBINICAL SEMINARY OF AMERICA
003979,TEACHERS COLL COLUMBIA
003981,NORTH CAROLINA SCHOOL OF THE ARTS
003982,CLEVELAND INSTITUTE OF ART
003985,ORAL ROBERTS UNIVERSITY
003986,DESALES UNIVERSITY
003987,LA ROCHE COLLEGE
003988,NEUMANN COLLEGE
003990,FLORENCE-DARLINGTON TECH
003991,GREENVILLE TECHNICAL COLL
003992,PIEDMONT TECHNICAL COLL
003993,MIDLANDS TECHNICAL COLL.
003994,SPARTANBURG TECHNICAL COL
003995,CENTRAL CAROLINA TECH COL
003996,YORK TECHNICAL COLLEGE
003998,CHATTANOOGA STATE TECH CC
003999,CLEVELAND STATE COMM COLL
004002,MCKENZIE COLLEGE
004003,CENTRAL TEXAS COLLEGE
004004,JOHN TYLER COMMUNITY COLL
004007,MADISON AREA TECH COLLEGE
004009,MESABI COMMUNITY COLLEGE
004023,PICKENS TECHNICAL INSTITUTE
004024,COOSA VALLEY TECHNICAL INSTITUTE
004027,UTAH VALLEY STATE COLLEGE
004033,ASHEVILLE-BUNCOMBE TCH CC
004049,ICS-CENTER FOR DEGREE STUDIES
004054,HEBREW UNION COLLEGE-JEWISH INSTITUTE OF RELIGION
004055,HEBREW UNION COLLEGE CALIFORNIA BRANCH
004056,NORTH AMERICAN BAPTIST SEMINARY
004057,MOUNT MARTY COLLEGE
004058,GRATZ COLLEGE
004062,PITT COMMUNITY COLLEGE
004063,CUNY GRAD CENTER
004068,BARTON COUNTY COMM COLL
004069,UNIV OF MINN CROOKSTON
004071,WALSH COLLEGE
004072,NORTHWOOD UNIVERSITY
004073,AQUINAS COLL MILTON
004075,EASTERN IA CO COLL DIST
004076,KIRKWOOD COMMUNITY COLL
004080,STARR KING SCHOOL FOR MINISTRY
004081,HARDING GRADUATE SCHOOL OF RELIGION
004364,HERITAGE COLLEGE
004452,MONTGOMERY COUNTY COMM CO
004453,EL CENTRO COLLEGE
004463,SOUTH UNIVERSITY
004480,DE ANZA COLL
004481,OHLONE COLLEGE
004484,JOHN F KENNEDY UNIVERSITY
004490,PATTEN COLLEGE
004503,BLAIR COLLEGE
004506,COLORADO MOUNTAIN COLLEGE
004507,PARKS COLLEGE
004508,UNIVERSITY OF COLORADO HEALTH SCIENCES CENTER
004509,UNIV COL AT COL SPRINGS
004513,HOUSATONIC COMMUNITY COLLEGE
004531,PHILLIPS JUNIOR COLLEGE
004534,JONES COLLEGE
004548,HAWAII LOA COLLEGE
004549,UNIV HAWAII LEEWARD CC
004553,ITT TECHNICAL INSTITUTE
004560,GEM CITY COLLEGE
004567,METROPOLITAN BUSINESS COLLEGE
004568,MIDSTATE COLLEGE
004579,INTL BUS COLL-FT WAYNE
004583,MICHIANA COL-SOUTH BEND
004586,KAPLAN COLLEGE
004587,NORTHEAST IOWA COMM COLL
004595,HAWKEYE COMMUNITY COLLEGE
004598,IOWA WESTERN COMM COLLEGE
004600,NORTHWEST IOWA COMMUNITY
004605,UNIVERSITY OF KANSAS MEDICAL CENTER
004608,BARTON COUNTY COMMUNITY COLLEGE
004611,KANSAS STATE UNIV SALINA
004619,SULLIVAN UNIVERSITY
004622,SOUTHERN UNIV SHREVEPORT
004625,DELGADO COMMUNITY COLLEGE
004626,DELGADO COMMUNITY COLLEGE
004650,CHESAPEAKE COLLEGE
004661,HAMPSHIRE COLLEGE
004667,SCHOOL OF THE MUSEUM OF FINE ARTS
004673,BAKER COLL OF CLINTON TWN
004697,SAN MATEO CTY CC DIS OFF
004703,LOGAN COLLEGE OF CHIROPRACTIC
004707,COVENANT THEOLOGICAL SEMINARY
004710,KANSAS CITY BUSINESS COLLEGE
004713,THREE RIVERS COMM COLLEGE
004721,LINCOLN SCHOOL COMMERCE
004729,HESSER COLLEGE
004730,MCINTOSH COLLEGE
004731,DANIEL WEBSTER COLLEGE
004733,WHITE PINES COLLEGE
004736,BERGEN COMMUNITY COLLEGE
004738,FARLGH DCKSN-MADISON
004740,MERCER COUNTY COMM COLL
004741,RUTGERS U-CAMDEN
004742,ALBUQUERQUE T-VI A CC
004743,CLOVIS COMMUNITY COLLEGE
004749,BRYANT & STRATTON BUSINESS INSTITUTE ALBANY
004750,ALFRED UNIV-NYS-COLL CER
004759,CUNY YORK COLL
004765,CUNY GRADUATE CENTER
004766,CUNY BERNARD BARUCH
004767,BETH JACOB HEBREW TEACHERS COLLEGE
004776,CENTRAL YESHIVA TOMCHEI TMIMIM LUBAVITZ
004779,L I U-BROOKLYN CENTER
004788,HERKIMER COUNTY COMM COLL
004791,HADAR HATORAH RABBINICAL SEMINARY
004798,MIRRER YESHIVA CENT INSTITUTE
004799,MONROE COLLEGE
004804,NY TECH INST-NYC
004810,RABBINICAL COLLEGE OF KAMENITZ YESHIVA
004811,ROCHESTER BUS INSTI
004816,SUFFOLK COUNTY COMMUNITY COLLEGE EASTERN CAMPUS
004825,TAYLOR BUSINESS INSTITUTE
004835,CALDWELL COMMUNITY COLLEGE AND TECHNICAL INST
004838,GUILFORD TECHNICAL CC
004839,"PHILLIPS JUNIOR COLLEGE, HARDBARGER CAMPUS"
004844,WAKE TECH COMMUNITY COLL
004845,WILSON TECHNICAL COMMUNITY COLLEGE
004852,CLARK STATE COMM COLLEGE
004853,BRADFORD SCHOOL
004855,DAVIS JUNIOR COLLEGE
004861,U OF NORTHWESTERN OHIO
004863,WOOSTER BUSINESS COLLEGE
004868,UNIVERSITY OF CINCINNATI RAYMOND WALTERS COLLEGE
004878,CLACKAMAS COMMUNITY COLL
004882,OREGON HEALTH & SCI UNIV
004886,ELECTRONIC INSTITUTES
004889,CAMBRIA-ROWE JOHNSTOWN
004890,CENTRAL PENNSYLVANIA COLL
004891,CHURCHMAN BUSINESS SCHOOL
004893,DUBOIS BUSINESS COLLEGE
004894,"ERIE BUSINESS CENTER, MAI"
004895,INDIANA UNIVERSITY OF PA-PUNXSUTAWNEY CAMPUS
004896,INDIANA UNIVERSITY OF PENNSYLVANIA-ARMSTRONG CAM
004898,MCCANN SCHOOL OF BUSINESS
004917,ROGER WILLIAMS
004922,SOUTH UNIV COLUMBIA CAMP
004923,CLINTON JUNIOR COLLEGE
004925,HORRY-GEORGETOWN TECH COL
004926,TRI-COUNTY TECHNICAL COLL
004927,UNIVERSITY OF SOUTH CAROLINA AT UNION
004932,DRAUGHONS JUNIOR COLLEGE-MEMPHIS
004933,DRAUGHONS JUNIOR COLLEGE-KNOXVILLE
004934,DRAUGHONS JR CO NASHVILLE
004935,EDMONDSON JUNIOR COLLEGE
004937,JACKSON STATE COMM COLL
004938,KNOXVILLE BUSINESS COLLEGE
004948,BAYLOR COLLEGE OF DENTISTRY
004951,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER
004952,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON
004972,GALVESTON COLLEGE
004977,SOUTH TEXAS COLLEGE OF LAW
004988,CENTRAL VIRGINIA COMM COL
004991,COMMONWEALTH COLLEGE
004996,DABNEY S. LANCASTER CC
004998,PUGET SOUND CHRISTIAN COLLEGE
005000,PIERCE COLLEGE
005001,EDMONDS COMMUNITY COLLEGE
005006,WALLA WALLA COM. COLL.
005008,MOUNTAIN STATE COLLEGE
005009,STRATTON COLLEGE
005010,INSTITUTE OF PAPER SCIENCE AND TECHNOLOGY
005015,U OF WISCONSIN-PARKSIDE
005019,UNIV ADVENTISTA ANTILLAS
005021,CATHOLIC UNIVERSITY OF PUERTO RICO ARECIBO CAMPUS
005024,CATHOLIC UNIVERSITY OF PUERTO RICO GUAYAMA CAMPUS
005025,CATHOLIC UNIVERSITY OF PUERTO RICO MAYAGUEZ CENTER
005026,INTR AM UNIV PR ARECIBO
005027,INTR AM U PR BARRANQUITAS
005028,INTR AM UNIV PR BAYAMON
005029,INTR AM UNIV PR PONCE
005031,WORLD U
005034,AMERICAN UNIV IN CAIRO
005127,AEC SOUTHERN OHIO COLLEGE
005202,FRANKLIN COLLEGE
005203,SOUTHERN TECHNICAL COLLEGE
005204,BEAL COLLEGE
005208,WESTCHESTER BUSINESS INST
005210,CLEVELAND INSTITUTE OF ELECTRONICS
005220,SALT LAKE COMMUNITY COLL
005223,NEW RIVER COMM COLLEGE
005247,SOUTHWEST STATE TECHNICAL COLLEGE
005248,C A FREDD STATE TECHNICAL COLLEGE
005252,RIDGEWATER COLLEGE
005254,LANIER TECHNICAL INSTITUTE
005255,MOULTRIE AREA TECHNICAL INSTITUTE
005256,VALDOSTA TECHNICAL INSTITUTE
005257,NORTHWESTERN TECH COLL
005260,J F DRAKE STATE TECHNICAL COLLEGE
005276,CENTRAL MAINE TECHNICAL COLLEGE
005277,EASTERN MAINE TECHNICAL COLLEGE
005291,NEW HAMPSHIRE VOCATIONAL TECHNICAL COLLEGE BERLIN
005297,LAKESHORE VTAE DISTRICT
005301,NORTHEAST WI TECH COLLEGE
005304,CHIPPEWA VALLEY TECH COLL
005306,BATES TECH
005310,PITTSBURGH INSTITUTE OF AERONAUTICS
005313,NORTH CENTRAL STATE COLL
005316,COSTAL CAROLINA COMM COL
005317,FORSYTH TECHINAL COMM COL
005318,CATAWBA VALLEY COMM COLL
005320,CAPE FEAR COMMUNITY COLL
005363,DENMARK TECHNICAL COLLEGE
005372,SOUTH PUGET SOUND CC
005373,LAKE WASHINGTON TECH
005378,NORTHEAST STATE TECH CC
005380,MID-STATE TECH COLLEGE
005384,NICOLET AREA TECH COLL
005387,NORTHCENTRAL TECHNICAL COLLEGE
005389,GATEWAY TECHNICAL COLLEGE
005390,BLACKHAWK TECHNICAL COLLEGE
005447,RANDOLPH COMMUNITY COLL
005448,DURHAM TECHNICAL COMM COL
005449,CENTRAL CAROLINA COMMUNITY COLLEGE
005459,SUSSEX COUNTY COMMUNITY COLLEGE COMMISSION
005461,SALEM COMMUNITY COLLEGE
005463,ALAMANCE COMMUNITY COLLEGE
005464,RICHMOND COMMUNITY COLLEGE
005525,SOUTHERN MAINE TECHNICAL COLLEGE
005533,ST PAUL TECHNICAL COLLEGE
005544,ALEXANDRIA TECHNICAL COLLEGE
005599,AUGUSTA STATE UNIVERSITY
005600,ARMSTRONG ATLANTIC STATE
005613,UPSON TECHNICAL INSTITUTE
005620,BREWTON-PARKER COLLEGE
005622,DARTON COLLEGE
005624,COLUMBUS STATE UNIVERSITY
005691,SHELTON STATE COMM COLL
005692,REID STATE TECHNICAL COLLEGE
005693,JOHN M PATTERSON STATE TECHNICAL COLLEGE
005697,NORTHWEST SHOALS COMM COL
005698,DOUGLAS MACARTHUR STATE TECHNICAL COLLEGE
005699,G.WALLACE ST CC-SELMA
005701,HOBSON STATE TECHNICAL COLLEGE
005703,CARVER STATE TECHNICAL COLLEGE
005704,BESSEMER STATE TECHNICAL COLLEGE
005705,HARRY M AYERS STATE TECHNICAL COLLEGE
005733,BEVILL STATE C.C.
005734,TRENHOLM STATE TECHNICAL COLLEGE
005736,CHAUNCEY SPARKS STATE TECHNICAL COLLEGE
005749,ALABAMA AVIATION AND TECHNICAL COLLEGE
005753,OWENS COMMUNITY COLLEGE
005754,ROWAN-CABARRUS COMMUNITY COLLEGE
005760,NORTHERN MAINE TECH COL
005763,MACON TECHNICAL INSTITUTE
005889,UNIVERSITY OF OKLAHOMA HEALTH SCIENCE CENTER
006175,BETH EL COLLEGE OF NURSING
006214,BLESSING RIEMAN COLLEGE OF NURSING
006240,SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING
006243,SAINT JOSEPH COLLEGE OF NURSING
006250,WEST SUBURBAN COLLEGE OF NURSING
006267,IOWA METHODIST SCHOOL OF NURSING
006305,CENTRAL MAINE MEDICAL CENTER SCHOOL OF NURSING
006324,CATHERINE LABOURE COLLEGE
006392,RESEARCH COLLEGE OF NURSING
006404,NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEA
006438,PHILLIPS BETH ISRAEL SCHOOL OF NURSING
006443,COCHRAN SCHOOL OF NURSING
006461,SAINT ELIZABETH HOSPITAL SCHOOL OF NURSING
006604,HOUSATONIC COMMUNITY
006622,COMMUNITY HOSPITAL OF ROANOKE VLY COLL OF HLTH SCI
006639,BELLIN COLLEGE OF NURSING
006656,COLLEGE OF DU PAGE
006661,ANGELINA COLLEGE
006662,GALVESTON COLLEGE
006720,COLLEGE OF ALAMEDA
006725,UT HEALTH SCIENCE CENTER
006740,UNIV COLORADO AT DENVER
006750,VALENCIA COMM. COLL.
006753,ILLINOIS CENTRAL COLLEGE
006755,THE BROWN MACKIE COLLEGE
006760,U OF ME-AUGUSTA
006768,MID MICHIGAN COMM COLLEGE
006770,GREAT LAKES JUNIOR COLLEGE OF BUSINESS
006771,CENTER FOR CREATIVE STUDIES COL OF ART AND DESIGN
006774,CENTURY COLLEGE
006775,RAINY RIVER COMMUNITY COLLEGE
006777,FLATHEAD VALLEY COMM COLL
006782,GENESEE COMMUNITY COLLEGE
006785,SCHENECTADY COUNTY CC
006787,CLINTON CC
006788,TOMPKINS-CORTLAND COMM CO
006789,COLUMBIA-GREENE COMM COLL
006791,PURCHASE COLLEGE-SUNY
006792,SUNY COLL UTICA-ROME
006799,CRAVEN COMMUNITY COLLEGE
006804,LAKELAND COMMUNITY COLL
006807,COMM COLL BEAVER COUNTY
006810,LEHIGH CARBON COMM. COLL.
006811,LUZERNE COUNTY COMMUNITY COLLEGE
006814,PENN STATE HARRISBURG
006815,ORANGEBURG-CALHOUN TECH
006818,NORTHWOOD INSTITUTE
006819,BLUE RIDGE COMMUNITY COLL
006835,DYERSBURG STATE COMM COLL
006836,MOTLOW STATE COMM COLL
006858,UNITY COLLEGE
006865,CAMDEN COUNTY COLLEGE
006867,COLUMBUS STATE COMM COLL
006869,W VA GRAD STUDIES
006871,THOMAS NELSON COMM COLL
006873,MARIAN COURT COLL
006881,UNIVERSITY OF NEW MEXICO - GALLUP BRANCH
006883,OHIO STATE UNIV MAIN
006895,UNIVERSITY OF NEBRASKA MEDICAL CENTER
006901,GLOUCESTER COUNTY COLLEGE
006911,MONTGOMERY COLLEGE
006922,PENNSYLVANIA STATE UNIVERSITY DELAWARE CAMPUS
006931,WAUBONSEE COMMUNITY COL.
006938,LINN-BENTON COMM COLLEGE
006940,TOMLINSON COLLEGE
006941,DALLAS CHRISTIAN COLLEGE
006942,MID AMERICA BIBLE COLLEGE
006949,KALAMAZOO VALLEY COMM COL
006951,U OF SC-SPARTANBURG
006960,MAYSVILLE COMM COLLEGE
006961,JEFFERSON COMM COLLEGE
006962,HAZARD COMMUNITY COLLEGE
006964,RUTGERS U-NEW BRNSWK
006967,BAYLOR UNIVERSITY
006968,UNIVERSITY OF VIRGINIA
006973,CANADA COLLEGE
006975,LINCOLN UNIVERSITY
006977,NORTHERN NEVADA COMMUNITY COLLEGE
006982,NAUGATUCK VALLEY CC
007006,GROSSMONT-CUYAMACA CC DIS
007012,SAMUEL MERRITT COLLEGE OF NURSING
007022,CUNY HERBERT LEHMAN COLL
007031,PAMLICO COMMUNITY COLLEGE
007032,MIDAMERICA NAZARENE UNIV
007035,KETTERING CO MEDICAL ARTS
007047,LOS ANGELES SW COLLEGE
007053,DELAWARE TECH & CC-OWENS
007085,MT VERNON NAZARENE UNIV
007096,COLLEGE OF THE MAINLAND
007099,VIRGINIA HIGHLANDS CC
007102,JEFFERSON COLLEGE
007104,MIAMI U
007105,SOUTHWEST TN CC MEMPHIS
007107,ESSEX COUNTY COLLEGE
007108,U OF PR-RIO PIEDRAS
007109,SUNY COLL NY-OLD WESTBURY
007110,DELAWARE COUNTY COM COLL
007111,NIAGARA UNIVERSITY
007113,SOUTHWESTERN CONSERVATIVE BAPTIST BIBLE COLLEGE
007115,MOORPARK COLLEGE
007118,PARKLAND COLLEGE
007119,REND LAKE COLLEGE
007120,DES MOINES AREA COMM COLL
007121,FAITH BAPTIST BIBLE COLL
007170,LINCOLN LAND COMM COLLEGE
007171,KIRTLAND COMMUNITY COLLEGE
007178,WESTERN CONSERVATIVE BAPTIST SEMINARY
007191,NORTHAMPTON COUNTY CC
007206,UNIV PR CAYEY UNIV COLL
007228,UNIV OF PR-ARECIBO
007234,HEALD COLLEGE
007236,LOUISE SALINGER ACADEMY OF FASHION
007260,SOUTHWEST VIRGINIA CC
007263,HOLY CROSS COLLEGE
007264,MESIVTA TORAH VODAATH RABBINICAL SEMINARY
007265,CARL SANDBURG COLLEGE
007266,PIMA COUNTY COMMUNITY COL
007273,CUNY BERNARD M. BARUCH
007275,JEFFERSON COMMUNITY COLL
007276,SAINT MEINRAD SCHOOL OF THEOLOGY
007279,HAWAII PACIFIC UNIVERSITY
007283,CENTRAL ARIZONA COLLEGE
007287,BRAZOSPORT COLLEGE
007289,CENTRAL WYOMING COLLEGE
007294,HEALD BUSINESS COLLEGE
007304,CULINARY INSTITUTE OF AMERICA
007316,WESTERN IOWA TECH CC
007327,ITT TECHNICAL INSTITUTE
007329,ITT TECHNICAL INSTITUTE
007351,NATIONAL EDUCATION CENTER BROWN INSTITUTE CAMPUS
007353,NORTHWESTERN ELECTRONICS INSTITUTE
007394,BERKELEY COLLEGE NYC CAMP
007398,KATHARINE GIBBS SCHOOL
007405,THE WOOD SCHOOL
007421,BERKELEY COLLEGE OF WESTCHESTER
007430,ANTONELLI INSTITUTE
007436,ICM SCHOOL OF BUSINESS
007437,PITTSBURGH TECHNICAL INSTITUTE
007439,TENNESSEE INSTITUTE OF ELECTRONICS
007459,PAIER COLLEGE OF ART INCORPORATED
007462,COLLEGE OF ASSOCIATED ARTS
007466,LABORATORY INSTITUTE OF MERCHANDISING
007468,SCHOOL OF VISUAL ARTS
007469,HUSSIAN SCHOOL OF ART
007470,ART INSTITUTE PITTSBURGH
007474,CAPITAL CITY JUNIOR COLLEGE OF BUSINESS
007477,HEALD BUSINESS COLLEGE-SACRAMENTO
007481,KATHARINE GIBBS SCHOOL
007484,NEWBURY COLLEGE
007502,BERKELEY COLLEGE
007507,KATHERINE GIBBS SCHOOL
007531,ACADEMY OF ART COLLEGE
007532,FINGER LAKES COMM COLLEGE
007536,COSUMNES RIVER COLLEGE
007538,BLACK HAWK COLLEGE EAST CAMPUS
007540,MISSOURI BAPTIST UNIV
007544,APPALACHIAN BIBLE COLLEGE
007548,DENVER INSTITUTE OF TECHNOLOGY
007550,NATIONAL EDUCATION CENTER KENTUCKY COL OF TECHN
007555,NEW HAMPSHIRE TECHNICAL COLLEGE OF LACONIA
007557,ITT TECHNICAL INSTITUTE
007560,NEW HAMPSHIRE TECHNICAL COL CLAREMONT
007582,AIMS COMMUNITY COLLEGE
007586,NATIONAL EDUCATION CENTER-TAMPA TECHNICAL INST CAM
007591,SOUTHEAST COMMUNITY COLLEGE LINCOLN CAMPUS
007598,HOCKING TECHNICAL COLLEGE
007602,NORTHEASTERN TECH COLLEGE
007618,KENDALL COLLEGE OF ART AND DESIGN
007619,MEDICAL INSTITUTE OF MINNESOTA
007628,STATE FAIR COMMUNITY COLL
007635,CAPITAL COMMUNITY COLL
007640,FAYETTEVILLE TECHNICAL CC
007644,LAKE LAND COLLEGE
007648,DEVRY UNIVERSITY-DENVER
007649,ROCKY MOUNTAIN COLLEGE OF ART AND DESIGN
007669,SOUTHWEST WISCONSIN TECHNICAL COLLEGE
007678,NATIONAL EDUCATION CENTER SPARTAN SCH OF AERO CAM
007684,KISHWAUKEE COLLEGE
007687,JAMES SPRUNT COMMUNITY COLLEGE
007690,KANKAKEE COMM COLLEGE
007691,MCHENRY COUNTY COLLEGE
007692,MORAINE VALLEY C.C.
007693,SHAWNEE COMM COLL
007694,COLLEGE OF LAKE COUNTY
007707,COLUMBIA COLLEGE-COLUMBIA
007713,SKYLINE COLLEGE
007728,MACON STATE COLLEGE
007729,COUNTY COLLEGE OF MORRIS
007730,BURLINGTON COUNTY COLLEGE
007731,RARITAN VALLEY COMM COLL
007738,SOUTHERN ARKANSAS UN TECH
007759,LINCOLN TECHNICAL INSTITUTE
007777,NATIONAL EDUCATION CENTER VALE TECHNICAL INST CAM
007779,LANSDALE SCHOOL OF BUSN
007781,RETS EDUCATION CENTER
007819,BASSIST COLLEGE
007821,OREGON POLYTECHNIC INSTITUTE
007826,BEREAN INSTITUTE
007832,LINCOLN TECHNICAL INSTITUTE
007833,TRACEY-WARNER SCHOOL
007834,CLARISSA SCHOOL OF FASHION DESIGN
007839,TRIANGLE TECH INC
007845,NEW ENGLAND INSTITUTE OF TECHNOLOGY
007856,BOWLING GREEN STATE UNIVERSITY FIRELANDS
007857,BRAZOSPORT COLLEGE
007860,PENN TECHNICAL INSTITUTE
007870,HILLSBOROUGH COMM COLLEGE
007871,WALLACE CC-HANCEVILLE
007892,SAMPSON COMMUNITY COLLEGE
007893,FLAGLER COLLEGE
007912,THADDEUS STEVENS STATE SCHOOL OF TECHNOLOGY
007933,FRONT RANGE COMM COLLEGE
007944,WATTERSON COLLEGE
007946,HAGERSTOWN BUSINESS COLLEGE
007947,BETH MEDRASH GOVOHA
007948,WILMINGTON COLLEGE
007950,WEST SHORE COMMUNITY COLL
007954,NORMANDALE COMMUNITY COLL
007985,ANSON COMMUNITY COLLEGE
007986,HALIFAX COMMUNITY COLLEGE
007987,BLADEN COMMUNITY COLLEGE
007988,MARTIN COMMUNITY COLLEGE
007993,CAL STATE - BAKERSFIELD
008004,UNIV OF AL SYSTEM OFFICE
008037,GATEWAY COMMUNITY COLL
008038,MIDDLESEX COMM TECH COLL
008072,AQUINAS COLL NEWTON
008073,BUTTE COLLEGE
008074,DE TECH CC CENTRAL OFFICE
008075,SAINT JOHN VIANNEY COLLEGE SEMINARY
008076,JOHN A LOGAN COLLEGE
008078,SPRINGFIELD TECHNICAL CC
008080,STATE FAIR COMMUNITY COLLEGE
008081,CARTERET COMMUNITY COLLEGE
008082,CLEVELAND COMMUNITY COLLEGE
008083,HAYWOOD COMMUNITY COLLEGE
008084,COASTAL CAROLINA COMM COL
008085,MCDOWELL TECHNICAL COMMUNITY COLLEGE
008086,CRAVEN COMMUNITY COLLEGE
008087,MONTGOMERY COMMUNITY COLLEGE
008125,FRIENDS WORLD COLLEGE
008133,MUSKINGUM AREA TECH COLL
008145,NASHVILLE STATE TECH INS
008146,FL METRO UN-FT LAUDERDALE
008155,EVERGREEN STATE COLLEGE
008175,HOWARD COMMUNITY COLLEGE
008223,SAINT VINCENT DE PAUL REGIONAL SEMINARY
008228,SEWARD COUNTY COMM COLL
008242,INTR AM U PR CENTRAL OFF
008244,JOHNSON COUNTY COMM COLL
008246,DINE COLLEGE
008256,MENNONITE COLLEGE OF NURSING
008267,NORTHWEST TECHNICAL INSTITUTE
008276,BRYANT AND STRATTON BUSINESS INST-MAIN/SYRACUSE
008278,TERRA STATE COMM COLLEGE
008296,MEDICAL COLLEGE OF WISCONSIN
008303,GATEWAY COMMUNITY COLLEGE
008304,SCOTTSDALE COMM COLLEGE
008308,CECIL COMMUNITY COLLEGE
008310,AUBURN U-MONTGOMERY
008319,MACOMB COMMUNITY COLLEGE
008322,DEVRY UNIVERSITY
008329,ITT TECHNICAL INSTITUTE
008350,ART INSTITUTE OF PHILADELPHIA
008403,INDIAN HILLS COMM COLL
008404,BROOKDALE COMM COLLEGE
008419,MERCER U-ATLANTA
008423,IVY TECH ST COLL NORTHCEN
008425,INSTITUTE OF ELECTRONIC TECHNOLOGY
008431,CASCO BAY COLLEGE
008435,INTERBORO INSTITUTE
008439,ETI TECHNICAL COLLEGE
008443,ITT TECHNICAL INSTITUTE
